productId,title,description,mrp,categories,sellerName
LINE962QQE9SDZGT,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",690,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE6S9YJUGPZZRW,SK Dreams Lounge Wear Lingerie Set,"SK Dreams Red, Maroon, Purple Cotton Set of 3 Women's Bra & Panty Sets Combo",1499,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Manan Jain
LINE98Y6WAUZXNY8,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",450,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE98Y6JH5UF2UG,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",450,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE952JWQPSFVCC,Urbaano Wedding Lingerie Set,"Urbaano NEON LACE BRA & PANTY SET for the ladies who always remain bride at heart. They come in vibrant colours to enlighten Lifes. Lace pattern gives a delicate look to the bra. Crafted out of soft lace fabric to keep you beautiful, sexy, and comfortable. This bra & panty set is as beautiful as its name implies. Made from lycra stretch interlock knit and delicate jacquard lace all over the cup, it is a marvel of exquisite fitting and comfort. Integrated panels under the cups encircles the bust and also gives lift and support. The panty has an exquisite lace at the center for elegant look. A double hook and eye closure this non padded bra and panty set assures a chic fit. Perfect for everyday wear. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. You can flaunt it under a loose shirt or a sheer tee. Be romantic ladies. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1260,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE67JCJYJBFKCW,Calibra Casual Lingerie Set,100% Cotton single jersey fabirc with print for exotic look with comfort.Round cups with low neck.Ideal for all season.,230,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE67JCUYGCGXSS,Calibra Casual Lingerie Set,100% Cotton single jersey fabirc with print for exotic look with comfort.Round cups with low neck.Ideal for all season.,230,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF978PTH9RXE7,Calibra Casual Lingerie Set,100% COTTON PRINT,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF978CCA7ZPZJ,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE88XE5NJD9FHY,Calibra Casual Lingerie Set,100% Cotton Fabric With Polka Dotts Ideal For Daily Use.,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE4YNFQQHHYFZF,Calibra Casual Lingerie Set,100% cotton stripes with plain fabric combination lingerie set ideal for daily use,200,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE978GD3SY7FHG,Glus Wedding Lingerie Set,Glus Darling Angel See through Underwire Bra & String Panty Set: Darling Angel Non Padded Underwire Bra & String bikini Panty Set . See through Mesh & lace Pattern .Regular Straps . Soft fabric & elastic . Bra has contarst Color Wings .Back 2HOOK-3EYE Enclosure .,1350,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINEF978HSQ6KRJ8,Calibra Casual Lingerie Set,100% COTTON PRINT,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE4YNG3HFZDXRG,Calibra Casual Lingerie Set,100% cotton stripes with plain fabric combination lingerie set ideal for daily use,200,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF9783HT5AH4Y,Calibra Casual Lingerie Set,100% COTTON PRINT,200,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF978TSZBMPMD,Calibra Casual Lingerie Set,100% COTTON PRINT,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE93HADYYHWY7H,Glus Wedding Lingerie Set,"Glus Angel Balconette Under Racer Back Bra & bikini Cut Panty Set: Designer Racer Back Balconette Underwire Bra . Racer Back in embroidered mesh. Front open Bra with durable lock.Bikini Cut panty ,front plain & back in self design see through Mesh. Stainless Fabric .Slightly Padded Bra cups ehancing the cleavage & support .",1299,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINE962RXCRXZVV4,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE97CPVKGTDMHW,Glus Wedding Lingerie Set,Glus Darling Angel See through Underwire Bra & String Panty Set: Darling Angel Non Padded Underwire Bra & String Panty Set . See through Mesh & lace Pattern .Regular Straps . Soft fabric & elastic . Bra has contarst Color Wings .Back 2HOOK-3EYE Enclosure .,1350,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINE962R9YFVPBGD,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",690,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINEF978NHG6SEGJ,Calibra Casual Lingerie Set,100% COTTON PRINT,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE97CPHFYNXY4H,Glus Wedding Lingerie Set,Glus Darling Angel See through Underwire Bra & String Panty Set: Darling Angel Non Padded Underwire Bra & String Panty Set . See through Mesh & lace Pattern .Regular Straps . Soft fabric & elastic . Bra has contarst Color Wings .Back 2HOOK-3EYE Enclosure .,1350,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINE962RZA3NN6XK,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE962RBYVYGYXB,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE962RPF5KTV5E,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",690,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE962SGMCPFPV5,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE962QK5RAUHFD,Urbaano Wedding Lingerie Set,"An ideal light-weight Wired bra & panty set for the ladies who Love Wire Support in lively colours. Designer bra & panty set with elegant lace on the cups that leave you feeling pampered all-day long, feminine lacy curves, a pretty ribbon bow in the middle gives this two-cupped wonder the perfect finish . The panty has soft two elastic band at the side with a delicate lace at the center completes a trendy look. Seamed cups along with underwire for support. Lined inside half cups for comfort - Fully adjustable straps - is a perfect buy for the blushing bride. Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINEYGT4GH9WGZRJ,Calibra Casual Lingerie Set,100% COTTON PRINT,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYZ8GDAXDW4KB,Calibra Casual Lingerie Set,100% Cotton Print,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE98Y6NR6XFBQD,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",450,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE6QEFWDQ2GYP7,Clovia Casual Lingerie Set,This bra and panty set is made out of daintiest of laces and is designed to be discreet. The two tones of navy coupled with the intricate patterns of lace have created a dreamy look. The powernet lining under the lace provides medium support and makes this a good choice to be worn under an off shoulder dress. This is a good substitute to a strapless bra.The cheeky cut on the matching lace hipster keeps the lingerie lines away. Crotch is lined with cotton for easy use. This could be your best kept secret ;),699,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Neha Kant
LINE3P7TGAAFBAGD,Urbaano Wedding Lingerie Set,"Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today?s active woman. This bra & panty set is as beautiful as its name implies. Made from lycra stretch interlock knit and delicate jacquard lace all over, it is a marvel of exquisite fitting and comfort. Integrated panels under the cups encircles the bust and also gives lift and support. Broad lycra waist band and shoulder strap elastic The panty has an exquisite lace at the center for elegant look .A double hook and eye closure this non padded bra and panty set assures a chic fit. Perfect Formal Wear & Comfortable for everyday wear. .",1890,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE89H7G8EZFYPU,Bodyline Wedding Lingerie Set,"This new series is crafted with intricate lace embroidery and lycra fabric for an intimate effect, along with power net adding a hint of glamour and touch of class. It comes in 4 amazing colors silver blue, majanta, black and maroon.",800,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Kuldeep gupta
LINE87UGVARTCC3Y,Calibra Casual Lingerie Set,100% cotton fabric with polka dotts ideal for daily use.,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE5CQB4QBWDD6F,Laceandme Beach Wear Lingerie Set,Stunning Satin Micro Bikini Bra Thong Set Soft Micro Satin Fabric. This Is A Bikini Bra Set & Does Not Give Full Coverage. Fall In Love With Yourself By Including This Sensuously Designed Night Wear In Your Wardrobe. This Erotic Wear Not Only Gives You A Relaxed Mood But Also Makes You Feel Beautiful Even While You Are Sleeping.Wearing Such Nightwear Can Actually Help In Adding The Spice In Your Life. No Warranty / No Returns / No Exchange Due To Hygiene Reasons.,650,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Veena Soni
LINEYGT4S7MGHCB7,Calibra Casual Lingerie Set,100% COTTON PRINT,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYGT3C82YFHSN,"Calibra Casual, Festive Lingerie Set",4WAY STRETCH SATIN WITH ATTACHED NET.,390,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE8EHSGE3PAWXX,"Calibra Party, Festive, Wedding Lingerie Set",Four way stretch satin with stretchable lace for exotic look with perfect fitting and comfort with durability,390,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE5JZUFWDMHEYQ,Clovia Casual Lingerie Set,Feel sexy in this sassy pair of Bra-Brief . This satin peice is sure to liven up your lingerie drawer and fire up your nights.,599,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Neha Kant
LINEYGT3H4G42NB6,Calibra Casual Lingerie Set,100% COTTON WITH LACE,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYGT4YQBZRHXH,Calibra Casual Lingerie Set,100% COTTON WITH LACE,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYGT4X4C8PKG4,Calibra Casual Lingerie Set,100% COTTON WITH LACE,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE89H7J5HHZQ2Q,Bodyline Wedding Lingerie Set,"This is a feminine & luxurious embroidery lace series bra. Elegant lace with net design adds passion to the seductive moments, comes only in 1 beautyful peach color.",500,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Kuldeep gupta
LINE58BPGK2Z3ZHY,Glus Wedding Lingerie Set,"Glus Satin String Halter Bikini Set : Triangle Cut Cup Size with Soft padded cups . Can be wear without padds .String Bikini cut panty. Ideal to wear under Tight fitting outfits, nightwear, Bridal Collection & also as Beachwear.Halter at Back.",410,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINEYGT3F2AKKKXD,Calibra Casual Lingerie Set,100% COTTON WITH LACE,210,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE86J3VGFEK7HG,Tia by Ten on Ten Casual Lingerie Set,"Look bold and sexy in this lingerie set that comes from Tia by Ten on Ten. Made from cotton, this lingerie set comprises a sexy bra and an equally sexy brief that make you look sensuous in every manner. Get this set to woo your partner and make him fall for you all over again.",549,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Saumya Gupta
LINE98Y6FRYFSMCW,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",450,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE98Y6AQXG5XWZ,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",900,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE98Y6VGGJD3K6,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",900,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE98Y6XYUHFEPN,Urbaano Beach Wear Lingerie Set,"Urbaano’s seductive satin honeymoon halter neck bra & panty set in strings. Made of vibrant color which is all the more necessary for your HONEYMOON wardrobe. This piece is both comfortable as well as feminine, making it a perfect choice. The bra is a soft satin cup bra with strings on the neck as well as at the back which can be tied according to your comfort and the panty in strings gives you a fuller shape. It fits to your curves and is styled to look great. It can be also worn under your fancy t-shirt, wide neck dresses. Real Hot stuff for beach wear / pool wear / nightwear /Honeymoon. Ideal, as a Gift for your beloved.",900,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE86J2GBHGVJHK,Tia by Ten on Ten Casual Lingerie Set,"Look bold and sexy in this lingerie set that comes from Tia by Ten on Ten. Made from cotton, this lingerie set comprises a sexy bra and an equally sexy brief that make you look sensuous in every manner. Get this set to woo your partner and make him fall for you all over again.",549,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Saumya Gupta
LINE9BFJ2WTGG2ZE,Urbaano Party Lingerie Set,"Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today’s active woman. A triangle shaped bra and panty bikini set in pop vibrant coloured floral print is designed to perk up your mood. The bra provides medium-coverage and is made of elastane cotton with plunging V neckline which ensures no show with deep neck attire but gracefully accentuate your bust. The panty is very trendy it has one open side which can be tied according to your comfort. This non padded, non-wired bra and panty set gives utmost support and comfort. An all season trendy choice. Perfect for everyday wear. This is made of breathable, light fabric to provide best comfort. So, grab this trendy bikini set and add comfort to your style.",450,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE5JZUZBXFHPBY,Clovia Casual Lingerie Set,"The Bra Brief set is an ultimate value for money for its beautifully created style, hassle free strechable fabric and fit. Look out of the lace detail and strappy style that adds to the appeal. It is free from fit issues. Freesize fit all body sizes.",599,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Neha Kant
LINE58BPFR7DBNY3,Glus Wedding Lingerie Set,"Glus Satin String Halter Bikini Set : Triangle Cut Cup Size with Soft padded cups . Can be wear without padds .String Bikini cut panty. Ideal to wear under Tight fitting outfits, nightwear, Bridal Collection & also as Beachwear.Halter at Back.",414,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINE7CZRK4AWDEYN,Glus Casual Lingerie Set,Glus Checkmate Underwire Bra & Panty set: Beautifuly designed underwire Bra with Bikini cut panty.Detachable straps to wear it Criss-Cross way.Mesh design at front of panty.SEAMLESS-T-Shirt Bra. Ideal to wear under tight ftting outfits .Soft padded.Must for wedding wardrobes.,599,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,Gurpinder Singh
LINE96ACG8Z32D3A,Lovelady Wedding Lingerie Set,"this product will fit in your wardrobe, this wedding set is good combination of comfort and fashion this is the perfect lingerie set which womens wants",725,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,NITIN JAIN
LINEYPCJTHSGGGD5,Urbaano Casual Lingerie Set,"Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today?s active woman. A triangle shaped bra and panty set in pop vibrant colours have beautiful butterfly print. This bra provides medium-coverage and is made of elastane cotton with plunging V neckline which ensures no show with deep neck attire but gracefully accentuate your bust. Comes with fully adjustable and stretchable straps, this non padded, non wired bra and panty set gives utmost support and comfort. An all season perfect choice . A double hook and eye closure this bra and panty set assures a chic fit. Perfect for everyday wear. Its light elastic doesn't leave marks on your skin. This is made of breathable, light fabric to provide best comfort. So, grab this trendy set and add comfort to your style.",525,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE3SCHMKVTTHUZ,Urbaano Festive Lingerie Set,"Urbaano Is Catering To The Needs Of Its Customers Through Innovative And Premium Quality Innerwear Keeping In Mind The Changing Needs Of Today?S Active Woman Comfortable And Soft, The Bra Comes With Lovely Lace Cups That Leave You Feeling Pampered All-Day Long, Feminine Lace Trim, A Pretty Flower In The Middle Gives This Two-Cupped Wonder The Perfect Finish .Lace At The Back Near The Hook And Eye Closure . The Panty Has Sheer & Soft Elastic Band At The Side With A Pretty Flower In Between With A Delicate Lace At The Center Completes A Trendy Look. Enjoy Your Special Moments With Ultra Feminine Feeling. This Trendy Bra And Panty Set Gives Nice & Comfortable Feeling Throughout The Day Even Under Low Waist Outfits. Wear This On Your Formal,Special Occasion To Give You A Bridal Feeling . Note :The Final Product Delivered Might Vary Lace Patterns From The One Displayed Here As Products Are Procured In Batches. The Overall Pattern Of The Product Remains Same. The Color May Seem To Vary Due To Photo Graphic Lights & Monitor Display Settings.",550,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE3ZABKX8ZTYEG,Urbaano Wedding Lingerie Set,"Urbaano is catering to the needs of its customers through innovative and premium quality innerwear keeping in mind the changing needs of today?s active woman.This is especially crafted soothing rich diamond lace set for all the romantic, stylish ladies and girls . They come in pop vibrant colours. An intricate diamond lace pattern on the cups , at the side and at the back give a delicate BRIDAL look to the bra. Satin bow at neck bridge for a trendy look.The panty also has diamond lace at the center which is a perfect buy for the blushing bride. It comes with fully adjustable and stretchable straps, this non padded, non wired bra gives utmost support and comfort, beautiful lingerie set that looks elegant, and is designed to suit your contours . NOTE :The final product delivered might vary Lace Patterns from the one displayed here as products are procured in batches. The overall pattern of the product remains same. The color may seem to vary due to photo graphic lights & monitor display settings.",1380,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,C M GOEL
LINE4YNFUKFX9NSF,Calibra Casual Lingerie Set,100% cotton stripes with plain fabric combination lingerie set ideal for daily use,200,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYZ8GTUYAPYZY,Calibra Casual Lingerie Set,100% Cotton Print,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYGT3UHAYSRDE,Calibra Casual Lingerie Set,100% COTTON PRINT,220,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF977KEGBZQYX,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF978GUKXDF6Q,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF977MT6VZEUS,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF9783CJQWXZZ,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF977YGUH6QYY,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEF978QQ7K4S7C,Calibra Casual Lingerie Set,100% COTTON PRINT,190,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYZ8HFYZFQ5K9,Calibra Casual Lingerie Set,Strechable Satin,300,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINEYZ8GWPHEHZAM,Calibra Casual Lingerie Set,Strechable Satin,300,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE67JCVSWVZHST,Calibra Casual Lingerie Set,100% Cotton single jersey fabirc with print with black backgroung for exotic look with comfort.Round cups.Ideal for all season.,230,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
LINE67JCNVFE4KNA,Calibra Casual Lingerie Set,100% Cotton single jersey fabirc with print with black backgroung for exotic look with comfort.Round cups.Ideal for all season.,230,Apparels>Women>Lingerie & Sleepwear>Lingerie Sets,DHIRAJ MAKHIJA
